IQ-TREE multicore version 2.0.3 for Linux 64-bit built Dec 20 2020
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor,
Heiko Schmidt, Dominik Schrempf, Michael Woodhams.

Host:    fat02 (AVX512, FMA3, 3023 GB RAM)
Command: iqtree -s virus5_rdrp.mafft.trimal.fasta -T auto -m MFP -b 1000 -redo
Seed:    313020 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Mon Aug 14 20:27:28 2023
Kernel:  AVX+FMA - auto-detect threads (96 CPU cores detected)

Reading alignment file virus5_rdrp.mafft.trimal.fasta ... Fasta format detected
Alignment most likely contains protein sequences
Alignment has 12 sequences with 715 columns, 607 distinct patterns
421 parsimony-informative, 167 singleton sites, 127 constant sites
WARNING: Some sequence names are changed as follows:
YP_009225665.1[Panax_notoginseng_virus_A] -> YP_009225665.1_Panax_notoginseng_virus_A_
AWX94599.1_[Panax_notoginseng_virus_B] -> AWX94599.1__Panax_notoginseng_virus_B_
QFS21891.1[Taro-associated_totivirus_L] -> QFS21891.1_Taro-associated_totivirus_L_
AOX47549.1[Pterostylis_sanguinea_totivirus_A] -> AOX47549.1_Pterostylis_sanguinea_totivirus_A_
AOX47551.1[Pterostylis_sanguinea_totivirus_A] -> AOX47551.1_Pterostylis_sanguinea_totivirus_A_
UUY86183.1[Loquat_associated_totivirus_1] -> UUY86183.1_Loquat_associated_totivirus_1_
UVG55946.1[Poaceae_Liege_totivirus_14] -> UVG55946.1_Poaceae_Liege_totivirus_14_
WEL36415.1[Bursera_graveolens_associated_totivirus_1] -> WEL36415.1_Bursera_graveolens_associated_totivirus_1_
YP_009507835.1[Xanthophyllomyces_dendrorhous_virus_L1B] -> YP_009507835.1_Xanthophyllomyces_dendrorhous_virus_L1B_
YP_001497151.1[Black_raspberry_virus_F] -> YP_001497151.1_Black_raspberry_virus_F_
NP_620495.1[Saccharomyces_cerevisiae_virus_L-A] -> NP_620495.1_Saccharomyces_cerevisiae_virus_L-A_

                                                         Gap/Ambiguity  Composition  p-value
   1  virus5_rdrp                                               21.96%    passed     91.23%
   2  YP_009225665.1_Panax_notoginseng_virus_A_                  0.00%    passed     99.36%
   3  AWX94599.1__Panax_notoginseng_virus_B_                     0.00%    passed     99.88%
   4  QFS21891.1_Taro-associated_totivirus_L_                    0.00%    passed     97.40%
   5  AOX47549.1_Pterostylis_sanguinea_totivirus_A_              4.34%    passed     99.49%
   6  AOX47551.1_Pterostylis_sanguinea_totivirus_A_              3.08%    passed     97.59%
   7  UUY86183.1_Loquat_associated_totivirus_1_                  0.00%    passed     33.88%
   8  UVG55946.1_Poaceae_Liege_totivirus_14_                     0.28%    passed     99.90%
   9  WEL36415.1_Bursera_graveolens_associated_totivirus_1_      0.00%    passed     82.36%
  10  YP_009507835.1_Xanthophyllomyces_dendrorhous_virus_L1B_    3.92%    passed     72.31%
  11  YP_001497151.1_Black_raspberry_virus_F_                    0.00%    passed     99.59%
  12  NP_620495.1_Saccharomyces_cerevisiae_virus_L-A_            2.94%    passed     56.92%
****  TOTAL                                                      3.04%  0 sequences failed composition chi2 test (p-value<5%; df=19)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.002 seconds
Measuring multi-threading efficiency up to 96 CPU cores
Increase to 10 rounds for branch lengths
758 trees examined
Threads: 1 / Time: 96.071 sec / Speedup: 1.000 / Efficiency: 100% / LogL: -13557
Threads: 2 / Time: 78.559 sec / Speedup: 1.223 / Efficiency: 61% / LogL: -13557
Threads: 3 / Time: 77.542 sec / Speedup: 1.239 / Efficiency: 41% / LogL: -13557
BEST NUMBER OF THREADS: 2

Perform fast likelihood tree search using LG+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -13204.388
Optimal log-likelihood: -13204.283
Proportion of invariable sites: 0.081
Gamma shape alpha: 0.802
Parameters optimization took 1 rounds (0.032 sec)
Time for fast ML tree search: 0.258 seconds

NOTE: ModelFinder requires 11 MB RAM!
ModelFinder will test up to 546 protein models (sample size: 715) ...
 No. Model         -LnL         df  AIC          AICc         BIC
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:11s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13326.751
Optimal log-likelihood: -13326.751
Gamma shape alpha: 0.632
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -13326.751
Total tree length: 10.221

Total number of iterations: 102
CPU time used for tree search: 21.450 sec (0h:0m:21s)
Wall-clock time used for tree search: 10.826 sec (0h:0m:10s)
Total CPU time used: 21.862 sec (0h:0m:21s)
Total wall-clock time used: 11.034 sec (0h:0m:11s)

===> START BOOTSTRAP REPLICATE NUMBER 454

Creating bootstrap alignment (seed: 313473)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13295.471
2. Current log-likelihood: -13104.337
3. Current log-likelihood: -13098.821
4. Current log-likelihood: -13098.719
Optimal log-likelihood: -13098.706
Gamma shape alpha: 0.695
Parameters optimization took 4 rounds (0.115 sec)
Computing ML distances based on estimated model parameters... 0.014 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13106.043
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.137 second
Computing log-likelihood of 92 initial trees ... 0.659 seconds
Current best score: -13098.706

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13084.281
Iteration 10 / LogL: -13084.466 / Time: 0h:0m:1s
Iteration 20 / LogL: -13084.334 / Time: 0h:0m:2s
Finish initializing candidate tree set (2)
Current best tree score: -13084.281 / CPU time: 2.547
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13086.684 / Time: 0h:0m:4s (0h:0m:9s left)
Iteration 40 / LogL: -13085.312 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -13084.746 / Time: 0h:0m:6s (0h:0m:6s left)
Iteration 60 / LogL: -13084.943 / Time: 0h:0m:7s (0h:0m:5s left)
Iteration 70 / LogL: -13084.307 / Time: 0h:0m:8s (0h:0m:3s left)
Iteration 80 / LogL: -13091.725 / Time: 0h:0m:9s (0h:0m:2s left)
Iteration 90 / LogL: -13086.365 / Time: 0h:0m:10s (0h:0m:1s left)
Iteration 100 / LogL: -13091.847 / Time: 0h:0m:11s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:11s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13084.281
Optimal log-likelihood: -13084.279
Gamma shape alpha: 0.710
Parameters optimization took 1 rounds (0.021 sec)
BEST SCORE FOUND : -13084.279
Total tree length: 8.591

Total number of iterations: 102
CPU time used for tree search: 21.894 sec (0h:0m:21s)
Wall-clock time used for tree search: 11.064 sec (0h:0m:11s)
Total CPU time used: 22.308 sec (0h:0m:22s)
Total wall-clock time used: 11.272 sec (0h:0m:11s)

===> START BOOTSTRAP REPLICATE NUMBER 455

Creating bootstrap alignment (seed: 313474)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13184.550
2. Current log-likelihood: -12971.962
3. Current log-likelihood: -12959.998
4. Current log-likelihood: -12959.579
Optimal log-likelihood: -12959.540
Gamma shape alpha: 0.575
Parameters optimization took 4 rounds (0.122 sec)
Computing ML distances based on estimated model parameters... 0.017 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -12939.055
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.126 second
Computing log-likelihood of 97 initial trees ... 0.681 seconds
Current best score: -12939.055

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -12939.052
Iteration 10 / LogL: -12940.131 / Time: 0h:0m:1s
Iteration 20 / LogL: -12940.879 / Time: 0h:0m:2s
Finish initializing candidate tree set (2)
Current best tree score: -12939.052 / CPU time: 2.454
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -12940.826 / Time: 0h:0m:3s (0h:0m:8s left)
Iteration 40 / LogL: -12939.100 / Time: 0h:0m:4s (0h:0m:6s left)
UPDATE BEST LOG-LIKELIHOOD: -12939.052
Iteration 50 / LogL: -12939.203 / Time: 0h:0m:5s (0h:0m:5s left)
Iteration 60 / LogL: -12939.071 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -12939.117 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -12940.582 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -12941.057 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -12939.274 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:10s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -12939.052
Optimal log-likelihood: -12939.052
Gamma shape alpha: 0.578
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -12939.052
Total tree length: 9.832

Total number of iterations: 102
CPU time used for tree search: 20.422 sec (0h:0m:20s)
Wall-clock time used for tree search: 10.314 sec (0h:0m:10s)
Total CPU time used: 20.829 sec (0h:0m:20s)
Total wall-clock time used: 10.521 sec (0h:0m:10s)

===> START BOOTSTRAP REPLICATE NUMBER 456

Creating bootstrap alignment (seed: 313475)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13232.446
2. Current log-likelihood: -13020.330
3. Current log-likelihood: -13011.753
4. Current log-likelihood: -13011.508
Optimal log-likelihood: -13011.491
Gamma shape alpha: 0.610
Parameters optimization took 4 rounds (0.122 sec)
Computing ML distances based on estimated model parameters... 0.016 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -12994.968
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.128 second
Computing log-likelihood of 97 initial trees ... 0.702 seconds
Current best score: -12994.968

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -12971.202
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 2: -12956.085
Iteration 10 / LogL: -12956.181 / Time: 0h:0m:2s
Iteration 20 / LogL: -12979.151 / Time: 0h:0m:3s
Finish initializing candidate tree set (5)
Current best tree score: -12956.085 / CPU time: 3.550
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -12975.324 / Time: 0h:0m:4s (0h:0m:11s left)
Iteration 40 / LogL: -12975.404 / Time: 0h:0m:5s (0h:0m:9s left)
Iteration 50 / LogL: -12972.640 / Time: 0h:0m:6s (0h:0m:7s left)
Iteration 60 / LogL: -12956.191 / Time: 0h:0m:7s (0h:0m:5s left)
Iteration 70 / LogL: -12971.325 / Time: 0h:0m:8s (0h:0m:3s left)
Iteration 80 / LogL: -12956.545 / Time: 0h:0m:9s (0h:0m:2s left)
Iteration 90 / LogL: -12956.094 / Time: 0h:0m:10s (0h:0m:1s left)
Iteration 100 / LogL: -12957.088 / Time: 0h:0m:11s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 103 ITERATIONS / Time: 0h:0m:11s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -12956.085
Optimal log-likelihood: -12956.084
Gamma shape alpha: 0.619
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -12956.084
Total tree length: 9.112

Total number of iterations: 103
CPU time used for tree search: 23.146 sec (0h:0m:23s)
Wall-clock time used for tree search: 11.693 sec (0h:0m:11s)
Total CPU time used: 23.562 sec (0h:0m:23s)
Total wall-clock time used: 11.902 sec (0h:0m:11s)

===> START BOOTSTRAP REPLICATE NUMBER 457

Creating bootstrap alignment (seed: 313476)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13605.427
2. Current log-likelihood: -13412.974
3. Current log-likelihood: -13404.165
4. Current log-likelihood: -13403.951
Optimal log-likelihood: -13403.938
Gamma shape alpha: 0.614
Parameters optimization took 4 rounds (0.141 sec)
Computing ML distances based on estimated model parameters... 0.018 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13414.869
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.121 second
Computing log-likelihood of 97 initial trees ... 0.759 seconds
Current best score: -13403.938

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13400.714
Iteration 10 / LogL: -13400.873 / Time: 0h:0m:2s
Iteration 20 / LogL: -13400.928 / Time: 0h:0m:3s
Finish initializing candidate tree set (1)
Current best tree score: -13400.714 / CPU time: 2.915
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13400.765 / Time: 0h:0m:4s (0h:0m:9s left)
Iteration 40 / LogL: -13400.770 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -13414.816 / Time: 0h:0m:5s (0h:0m:6s left)
Iteration 60 / LogL: -13414.766 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -13414.626 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -13400.752 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -13415.422 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -13414.632 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:10s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13400.714
Optimal log-likelihood: -13400.714
Gamma shape alpha: 0.610
Parameters optimization took 1 rounds (0.021 sec)
BEST SCORE FOUND : -13400.714
Total tree length: 10.013

Total number of iterations: 102
CPU time used for tree search: 20.796 sec (0h:0m:20s)
Wall-clock time used for tree search: 10.508 sec (0h:0m:10s)
Total CPU time used: 21.225 sec (0h:0m:21s)
Total wall-clock time used: 10.724 sec (0h:0m:10s)

===> START BOOTSTRAP REPLICATE NUMBER 458

Creating bootstrap alignment (seed: 313477)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13707.691
2. Current log-likelihood: -13496.005
3. Current log-likelihood: -13488.049
4. Current log-likelihood: -13487.812
Optimal log-likelihood: -13487.795
Gamma shape alpha: 0.633
Parameters optimization took 4 rounds (0.123 sec)
Computing ML distances based on estimated model parameters... 0.014 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13478.796
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.133 second
Computing log-likelihood of 98 initial trees ... 0.651 seconds
Current best score: -13472.172

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13450.943
Iteration 10 / LogL: -13451.007 / Time: 0h:0m:1s
Iteration 20 / LogL: -13450.965 / Time: 0h:0m:2s
Finish initializing candidate tree set (7)
Current best tree score: -13450.943 / CPU time: 2.834
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13464.665 / Time: 0h:0m:3s (0h:0m:9s left)
Iteration 40 / LogL: -13451.213 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -13451.166 / Time: 0h:0m:5s (0h:0m:6s left)
Iteration 60 / LogL: -13451.248 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -13458.498 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -13456.852 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -13451.362 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -13458.499 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:10s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13450.943
Optimal log-likelihood: -13450.943
Gamma shape alpha: 0.644
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -13450.943
Total tree length: 9.902

Total number of iterations: 102
CPU time used for tree search: 21.274 sec (0h:0m:21s)
Wall-clock time used for tree search: 10.762 sec (0h:0m:10s)
Total CPU time used: 21.642 sec (0h:0m:21s)
Total wall-clock time used: 10.947 sec (0h:0m:10s)

===> START BOOTSTRAP REPLICATE NUMBER 459

Creating bootstrap alignment (seed: 313478)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13527.982
2. Current log-likelihood: -13291.763
3. Current log-likelihood: -13281.364
4. Current log-likelihood: -13280.923
Optimal log-likelihood: -13280.871
Gamma shape alpha: 0.603
Parameters optimization took 4 rounds (0.155 sec)
Computing ML distances based on estimated model parameters... 0.016 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13271.852
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.119 second
Computing log-likelihood of 97 initial trees ... 0.738 seconds
Current best score: -13241.674

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13220.270
Iteration 10 / LogL: -13220.383 / Time: 0h:0m:2s
Iteration 20 / LogL: -13220.751 / Time: 0h:0m:3s
Finish initializing candidate tree set (2)
Current best tree score: -13220.270 / CPU time: 3.165
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
WARNING: NNI search needs unusual large number of steps (12) to converge!
Iteration 30 / LogL: -13220.320 / Time: 0h:0m:4s (0h:0m:11s left)
Iteration 40 / LogL: -13220.610 / Time: 0h:0m:5s (0h:0m:9s left)
Iteration 50 / LogL: -13220.286 / Time: 0h:0m:7s (0h:0m:7s left)
UPDATE BEST LOG-LIKELIHOOD: -13220.269
Iteration 60 / LogL: -13220.308 / Time: 0h:0m:8s (0h:0m:5s left)
Iteration 70 / LogL: -13279.725 / Time: 0h:0m:9s (0h:0m:4s left)
Iteration 80 / LogL: -13220.670 / Time: 0h:0m:10s (0h:0m:2s left)
Iteration 90 / LogL: -13220.282 / Time: 0h:0m:11s (0h:0m:1s left)
Iteration 100 / LogL: -13220.815 / Time: 0h:0m:12s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:12s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13220.269
Optimal log-likelihood: -13220.267
Gamma shape alpha: 0.601
Parameters optimization took 1 rounds (0.020 sec)
BEST SCORE FOUND : -13220.267
Total tree length: 10.871

Total number of iterations: 102
CPU time used for tree search: 25.049 sec (0h:0m:25s)
Wall-clock time used for tree search: 12.662 sec (0h:0m:12s)
Total CPU time used: 25.536 sec (0h:0m:25s)
Total wall-clock time used: 12.907 sec (0h:0m:12s)

===> START BOOTSTRAP REPLICATE NUMBER 460

Creating bootstrap alignment (seed: 313479)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13806.250
2. Current log-likelihood: -13584.990
3. Current log-likelihood: -13575.775
4. Current log-likelihood: -13575.456
Optimal log-likelihood: -13575.415
Gamma shape alpha: 0.614
Parameters optimization took 4 rounds (0.127 sec)
Computing ML distances based on estimated model parameters... 0.015 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13560.897
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.124 second
Computing log-likelihood of 98 initial trees ... 0.719 seconds
Current best score: -13560.897

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13554.070
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 2: -13544.613
